"ID","X","Y","Z"
100,5.10956,54.9805,535.804
100,5.16976,55.3906,535.957
100,5.08949,55.0465,536.514
100,5.03652,54.7589,536.229
100,5.16962,55.3851,537.053
100,5.35659,55.9273,537.025
100,5.19529,55.7743,536.955
100,5.01504,55.0492,535.984
100,5.05265,54.6425,536.66
100,5.15587,54.7217,536.971
100,5.18491,54.9188,536.79
100,5.07747,54.8322,537.736
100,5.05519,54.4007,537.887
100,5.12211,53.8407,536.971
100,5.19892,53.6904,536.878
100,5.07913,53.8649,534.831
100,4.76045,54.6012,535.543
100,4.94078,53.8763,535.026
100,5.50122,53.5465,539.255
100,5.60129,53.6316,538.358
100,4.8467,54.3138,533.89
100,4.99657,53.5172,534.768
100,5.53247,53.2294,538.492
100,5.97684,53.2776,536.611
100,6.07983,53.8197,536.779
100,6.00088,53.554,535.865
100,6.49115,53.5118,541.802
100,5.54703,53.3875,543.888
100,8.35268,53.8772,541.12
100,7.86067,54.2985,541.925
100,6.58129,54.704,544.646
100,6.06761,53.8662,540.476
100,6.19381,53.8402,544.453
100,6.71414,53.8945,540.597
100,7.05434,54.5961,545.212
100,6.97945,53.3548,544.057
100,7.06375,52.7958,544.711
100,7.20037,53.5723,544.445
100,7.34032,54.2967,545.535
100,7.4812,53.3457,543.102
100,7.39092,52.7335,544.581
100,7.28042,53.1026,544.466
100,7.39325,54.147,547.302
100,7.26973,52.772,546.007
100,7.21193,51.4964,546.336
100,7.3941,51.8191,542.496
100,7.33364,53.7823,545.502
100,7.157,54.6424,546.968
100,7.15464,53.7798,547.038
100,7.12133,52.963,546.717
100,6.96607,54.6182,545.296
100,7.00328,54.8498,545.941
100,6.95055,53.8641,544.407
100,6.93232,53.5723,545.646
100,6.88251,54.0564,544.608
100,6.87167,54.6116,546.184
100,6.86267,53.9902,544.14
100,6.86549,53.1416,543.684
100,6.84653,52.9981,543.27
100,6.80328,53.0807,543.947
100,6.81369,52.5267,544.518
100,6.80133,52.7024,544.023
100,6.77544,53.0835,543.364
100,6.79226,52.8221,544.394
100,6.78507,52.5296,545.64
100,6.78866,53.4429,545.008
100,6.78441,52.938,543.506
100,6.70182,51.8113,544.024
100,6.56242,51.502,542.316
100,6.60172,52.4473,543.573
100,6.62714,52.7905,543.23
100,6.58955,51.2272,542.663
100,6.63965,51.7437,543.043
100,6.62025,52.8648,542.179
100,6.61582,52.976,541.603
100,6.60577,52.0383,542.908
100,6.60703,51.4115,543.048
100,6.68734,52.3789,544.126
100,6.64458,53.566,544.871
100,6.61697,53.3157,543.906
100,6.64896,52.1963,543.329
100,6.74065,52.8101,544.061
100,6.74359,53.5257,543.975
100,6.69649,53.2498,544.233
100,6.71632,52.5928,544.782
100,6.74671,52.4968,542.903
100,6.65645,53.1756,543.138
100,6.67875,52.9732,542.134
100,6.60303,52.2713,543.657
100,6.64415,51.4882,542.57
100,6.69936,51.8066,542.983
100,6.67488,52.5948,543.593
100,6.72258,52.8858,544.423
100,6.71031,52.4763,545.529
100,6.79542,52.5851,544.357
100,6.80602,52.8771,543.102
100,6.73715,52.5854,544.65
100,6.80353,51.8573,543.899
100,6.74863,51.8288,543.709
100,6.75354,52.0722,543.08
100,6.77117,52.2659,544.57
100,6.80353,51.8573,543.899
100,6.72174,51.5988,543.642
100,6.71894,51.6167,543.635
100,6.74643,51.8758,544.32
100,6.79862,52.07,543.846
100,6.79865,51.8616,543.966
100,6.75701,51.6798,543.771
100,6.74178,51.8267,544.266
100,6.75656,52.0612,543.257
100,6.71327,52.5928,546.152
100,6.67927,52.3977,544.48
100,6.66966,51.9089,542.24
100,6.6777,51.8454,542.514
100,6.65121,52.3738,543.915
100,6.60774,52.4282,543.688
100,6.6122,51.1994,542.199
100,6.64752,51.5885,543.698
100,6.63218,51.9159,542.061
100,6.65424,51.5684,543.362
100,6.66667,50.6602,543.042
100,6.56168,50.0453,541.451
100,6.57435,49.9683,541.3
100,6.57673,50.3846,542.775
100,6.56693,50.2696,542.366
100,6.61364,50.3681,543.617
100,6.61526,50.1513,542.405
100,6.65083,49.8993,541.672
100,6.59038,49.9676,541.217
100,6.57804,49.858,542.069
100,6.60705,49.1757,542.53
100,6.67721,49.5582,542.485
100,6.75421,50.5563,544.072
100,6.71954,51.043,542.381
100,6.67584,50.866,543.596
100,6.67425,50.3631,543.981
100,6.75968,50.9274,543.822
100,6.69661,51.9727,542.73
100,6.70881,52.3201,544.458
100,6.75636,51.6618,543.552
100,6.7413,51.475,544.035
100,6.74393,52.7987,544.203
100,6.63356,52.5432,544.999
100,6.6208,51.5196,542.707
100,6.59997,51.4197,543.335
100,6.55571,51.8576,540.611
100,6.56571,52.4011,543.859
100,6.60034,51.817,542.849
100,6.62287,51.5193,542.749
100,6.67078,52.8104,544.046
100,6.64264,52.5039,544.576
100,6.6656,51.9391,542.414
100,6.65545,52.4102,544.576
100,6.68145,52.9181,542.873
100,6.64586,52.864,543.202
100,6.62465,52.4162,544.08
100,6.59134,52.3118,543.242
100,6.5772,52.7116,542.14
100,6.59756,52.8741,544.235
100,6.57676,52.1832,543.29
100,6.59294,51.7894,542.763
100,6.51401,51.941,541.477
100,6.48265,51.5329,542.788
100,6.55093,51.1011,541.545
100,6.56307,51.543,543.079
100,6.49636,52.2232,542.695
100,6.47586,51.8184,541.057
100,6.6029,50.8466,543.071
100,6.57782,50.7284,542.758
100,6.53842,52.0471,542.032
100,6.54935,52.8073,542.591
100,6.60227,51.6306,543.652
100,6.58989,51.9283,541.931
100,6.63301,52.5591,543.036
100,6.61021,52.4984,544.668
100,6.66804,51.8802,542.746
100,6.62995,51.9002,541.423
100,6.65348,52.5936,544.352
100,6.62619,52.2736,543.449
100,6.62208,51.5035,544.059
100,6.7069,51.7751,543.558
100,6.6211,52.2831,543.27
100,6.59701,51.661,542.634
100,6.61988,50.9954,541.231
100,6.66724,51.7014,543.738
100,6.54795,52.3262,543.568
100,6.52419,51.7518,543.962
100,6.54109,50.7285,543.649
100,6.57762,50.6436,541.904
100,6.56867,51.4859,541.993
100,6.57468,51.9097,541.677
100,6.55027,51.6771,541.979
100,6.54471,51.8281,540.267
100,6.56912,52.6455,543.489
100,6.57442,52.8375,541.879
100,6.59916,52.7486,543.388
100,6.66815,52.8149,543.551
100,6.55499,53.246,543.79
100,6.51146,52.9314,541.082
100,6.51944,52.4708,543.603
100,6.54852,51.9277,542.054
100,6.531,52.303,543.096
100,6.55542,52.7173,542.532
100,6.51271,52.7556,541.491
100,6.51131,52.6683,542.543
100,6.52017,52.7247,541.986
100,6.55146,52.749,541.347
100,6.56489,52.8614,542.097
100,6.56021,52.8608,542.004
100,6.53427,52.7967,542.583
100,6.60008,52.7773,542.505
100,6.58488,52.9704,542.108
100,6.60095,53.1449,542.878
100,6.6158,52.9218,542.124
100,6.5927,52.879,541.93
100,6.62219,53.2847,543.241
100,6.63792,53.5455,544.258
100,6.62843,53.4545,543.106
100,6.66624,53.5547,545.009
100,6.62249,53.7578,546.871
100,6.6301,53.5451,545.094
100,6.60064,53.351,543.531
100,6.64876,53.3388,543.888
100,6.64812,53.0204,543.164
100,6.62597,52.542,543.538
100,6.63391,52.5447,544.149
100,6.65778,52.8866,542.214
100,6.6112,53.2916,543.832
100,6.5746,52.8464,541.827
100,6.61188,52.6835,543.346
100,6.64116,52.9454,542.124
100,6.62694,53.5301,543.66
100,6.67326,52.8171,543.249
100,6.66798,52.7817,543.983
100,6.67582,53.4826,545.156
100,6.72109,53.7102,544.258
100,6.65378,53.5146,545.484
100,6.68529,52.8222,541.745
100,6.64251,52.8415,541.723
100,6.64039,53.4137,543.919
100,6.64386,53.4523,544.707
100,6.67887,53.0011,542.657
100,6.69117,53.1847,543.519
100,6.64597,53.5958,545.732
100,6.70213,53.0303,542.594
100,6.73947,52.9522,543.045
100,6.73902,53.4171,544.855
100,6.74258,53.7991,544.74
100,6.69082,53.5702,544.79
100,6.71761,52.8679,542.619
100,6.74116,53.0028,543.933
100,6.71826,53.6592,544.476
100,6.73006,53.981,544.29
100,6.6585,53.3911,545.001
100,6.74753,52.8858,544.578
100,6.68027,53.1801,543.542
100,6.72627,53.7852,544.028
100,6.75082,53.0629,542.841
100,6.73873,53.3049,544.376
100,6.77509,53.7289,544.369
100,6.7638,53.793,543.469
100,6.74129,53.5877,544.881
100,6.73878,53.4796,546.021
100,6.74188,53.6452,545.37
100,6.80441,53.8966,543.486
100,6.80546,53.9456,543.983
100,6.79875,53.7788,544.668
100,6.80177,53.6803,543.979
100,6.80111,53.8926,543.756
100,6.79919,53.7787,544.698
100,6.81853,53.6468,544.301
100,6.80329,53.6418,544.152
100,6.83153,53.8408,544.749
100,6.80415,53.8397,543.872
100,6.80554,53.8084,543.629
100,6.78939,53.8081,543.73
100,6.80584,53.8453,544.246
100,6.79107,53.8076,543.812
100,6.80571,53.9158,543.716
100,6.80254,53.9442,543.678
100,6.77843,53.8625,544.335
100,6.74094,53.8408,544.482
100,6.78923,53.9743,543.818
100,6.77625,54.0936,543.899
100,6.79859,53.8955,543.6
100,6.78815,53.8182,543.639
100,6.79872,53.9623,543.424
100,6.79471,54.0407,543.997
100,6.78733,53.8465,543.787
100,6.79432,53.8512,544.507
100,6.7975,53.8137,543.589
100,6.80111,53.8926,543.756
100,6.78733,53.8465,543.787
100,6.7896,53.848,544.362
100,6.79432,53.8512,544.507
100,6.79776,53.8143,544.456
100,6.79082,53.7295,544.005
100,6.79133,53.8245,544.1
100,6.76331,53.8439,544.411
100,6.75928,53.6631,543.797
100,6.74788,53.6291,544.389
100,6.75793,53.7605,544.659
100,6.74849,53.8395,544.084
100,6.76583,53.8134,544.143
100,6.76829,53.6549,543.774
100,6.80494,53.9432,543.854
100,6.77962,54.0396,543.899
100,6.78453,53.8533,543.572
100,6.79019,53.8416,544.391
100,6.80162,54.0188,543.95
100,6.74734,54.4307,545.601
100,6.76986,54.1854,543.752
100,6.77623,54.0852,543.702
100,6.76254,54.1804,544.361
100,6.80181,53.9955,543.383
100,6.82124,54.039,543.552
100,6.74468,54.4979,545.472
100,6.77625,54.0936,543.899
100,6.73715,53.59,545.689
100,6.72283,53.1337,543.436
100,6.72853,53.5479,543.791
100,6.73903,53.9087,544.536
100,6.6764,53.5435,545.915
100,6.70923,52.9589,543.151
100,6.66785,53.1061,542.635
