"ID","X","Y","Z"
100,-2.33333,61.8333,641.667
100,-1.80369,59.2897,626.136
100,-1.16653,60.6614,641.544
100,-1.12613,60.5927,640.852
100,-1.21742,60.79,640.907
100,-1.15898,61.334,642.058
100,-1.24251,60.4024,639.98
100,-1.69879,58.3766,627.038
100,-2.26819,59.3107,639.17
100,-2.41924,59.2293,638.705
100,-2.32623,60.2469,642.311
100,-2.41782,59.0965,637.769
100,-2.42818,59.0993,639.226
100,-2.46975,59.4148,640.277
100,-2.83169,59.4547,635.88
100,-3.17136,58.5159,637.465
100,-3.38254,58.951,638.657
100,-3.61193,59.1026,638.864
100,-4.58244,58.6225,634.988
100,-4.58401,59.0905,639.082
100,-4.58826,59.2061,638.415
100,-4.77145,59.1774,637.076
100,-4.75005,58.9365,637.484
100,-4.74975,58.9389,637.661
100,-4.52114,59.2723,633.694
100,-4.71136,59.9207,636.586
100,-5.24724,59.2223,637.799
100,-4.90969,58.8158,635.539
100,-4.87736,59.1761,636.75
100,-4.89152,59.2314,635.28
100,-5.13037,59.0198,637.733
100,-5.21222,59.1798,637.707
100,-5.28745,59.7288,639.292
100,-5.06766,59.2831,635.796
100,-5.33116,59.5008,639.658
100,-5.32964,59.9677,639.286
100,-5.14799,60.5228,637.078
100,-4.81299,60.736,635.697
100,-4.88888,60.7866,635.754
100,-4.80572,61.2987,633.516
100,-4.78251,61.9455,634.803
100,-4.75967,61.6393,633.87
100,-5.29949,61.8059,637.113
100,-5.29972,62.2386,636.444
100,-5.32082,62.8828,636.965
100,-5.49124,62.1832,635.322
100,-5.46741,61.9116,637.373
100,-5.52495,62.064,634.07
100,-5.49579,62.5944,636.905
100,-5.60967,61.9435,636.321
100,-5.54649,61.6788,634.972
100,-5.51875,61.7778,635.778
100,-5.45801,62.0194,637.607
100,-5.23963,62.0666,637.395
100,-5.02378,61.6454,633.651
100,-4.97925,61.9369,633.601
100,-4.85286,61.6772,634.026
100,-4.70657,61.3152,633.464
100,-4.70478,61.3239,632.118
100,-4.67642,61.5649,632.748
100,-4.5533,61.6481,633.717
100,-4.32606,61.3662,637.424
100,-4.35334,61.5713,637.036
100,-4.3879,61.6719,636.41
100,-4.47228,60.9711,636.069
100,-4.56078,60.5174,634.394
100,-4.56342,60.8846,635.431
100,-4.40978,61.0894,637.087
100,-4.14843,60.8262,638.948
100,-4.06913,60.7814,638.642
100,-4.10023,61.1177,639.494
100,-3.97303,61.1175,637.92
100,-3.51311,59.9766,634.156
100,-3.55169,60.0717,635.057
100,-3.64181,60.524,635.058
100,-3.67868,60.5576,635.928
100,-3.63753,60.3697,634.899
100,-3.51338,60.4866,635.152
100,-3.4691,60.5757,634.252
100,-3.54381,60.3185,634.899
100,-3.75712,59.9514,636.664
100,-3.79395,60.1832,636.75
100,-3.61803,60.3941,636.54
100,-3.49925,59.9305,636.248
100,-3.39106,59.9878,636.561
100,-3.60532,60.1729,635.527
100,-3.8179,60.6672,637.01
